Provider #,Site Name,State,Type (group),Type,City,County,Rural Status,Site Subcategory,# of Beds,.Hospital Locations,Latitude,Longitude
364064,SUNRISEVISTA HEALTH AND WELLNESS,OH,All Others,Psychiatric Hospital,Canton,Stark County,No,Psychiatric,12,Point,40.80980506,-81.37188063
513027,ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG,WV,All Others,Rehabilitation Hospital,Parkersburg,Wood County,No,Rehabilitation,40,Point,39.30596901,-81.5333176
393045,ENCOMPASS HEALTH REHAB HOSPITAL OF SEWICKLEY,PA,All Others,Rehabilitation Hospital,Sewickley,Allegheny County,No,Rehabilitation,55,Point,40.57782814,-80.20136739
313036,ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,NJ,All Others,Rehabilitation Hospital,Vineland,Cumberland County,No,Rehabilitation,41,Point,39.44513299,-75.05257298
083027,PAM REHABILITATION HOSPITAL OF DOVER,DE,All Others,Rehabilitation Hospital,Dover,Kent County,No,Rehabilitation,34,Point,39.17768025,-75.5552565
363044,REUNION REHABILITATION HOSPITAL OF DUBLIN,OH,All Others,Rehabilitation Hospital,Dublin,Franklin County,No,Rehabilitation,30,Point,40.12371171,-83.09296623
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,PA,All Others,Children's Hospital,Philadelphia,Philadelphia County,No,Childrens,53,Point,40.00597187,-75.15191152
301312,HUGGINS HOSPITAL,NH,Critical Access Hospitals,Critical Access Hospital,Wolfeboro,Carroll County,Yes,Critical Access Hospitals,25,Point,43.58098098,-71.20160228
491309,LEE COUNTY COMMUNITY HOSPITAL,VA,Critical Access Hospitals,Critical Access Hospital,Pennington Gap,Lee County,Yes,Critical Access Hospitals,6,Point,36.74958853,-83.05001334
511312,PRESTON MEMORIAL HOSPITAL,WV,Critical Access Hospitals,Critical Access Hospital,Kingwood,Preston County,Yes,Critical Access Hospitals,25,Point,39.4659668,-79.67698278
21015E,MARYLAND PENITENTIARY HOSP,MD,All Others,Data not provided by CMS,Baltimore,Baltimore City,No,Data not provided by CMS,37,Point,39.30034785,-76.60777333
30005E,MOORE GEN HOSP,NH,All Others,Data not provided by CMS,Goffstown,Hillsborough County,No,Data not provided by CMS,41,Point,43.02402499,-71.60405001
334020,ROCHESTER PSYCHIATRIC CENTER,NY,All Others,Psychiatric Hospital,Rochester,Monroe County,No,Psychiatric,247,Point,43.12346418,-77.61472363
394050,ROXBURY TREATMENT CENTER,PA,All Others,Psychiatric Hospital,Shippensburg,Franklin County,Yes,Psychiatric,26,Point,40.05387315,-77.53757509
334013,PILGRIM PSYCHIATRIC CENTER,NY,All Others,Psychiatric Hospital,West Brentwood,Suffolk County,No,Psychiatric,560,Point,40.79434116,-73.28694175
393030,ALLIED SERVICES INSTITUTE OF REHABILITATION,PA,All Others,Rehabilitation Hospital,Scranton,Lackawanna County,No,Rehabilitation,50,Point,41.45164133,-75.67784564
223302,BOSTON CHILDREN'S HOSPITAL,MA,All Others,Children's Hospital,Boston,Suffolk County,No,Childrens,395,Point,42.33748315,-71.1048835
363304,CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,OH,All Others,Children's Hospital,Cleveland,Cuyahoga County,No,Childrens,52,Point,41.48315189,-81.60911724
223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,MA,All Others,Children's Hospital,Brighton,Suffolk County,No,Childrens,112,Point,42.35007922,-71.14355248
391304,BUCKTAIL MEDICAL CENTER,PA,Critical Access Hospitals,Critical Access Hospital,Renovo,Clinton County,Yes,Critical Access Hospitals,16,Point,41.32705034,-77.73722154
511316,GRANT MEMORIAL HOSPITAL,WV,Critical Access Hospitals,Critical Access Hospital,Petersburg,Grant County,Yes,Critical Access Hospitals,45,Point,39.00112723,-79.13782172
471302,MT ASCUTNEY HOSPITAL,VT,Critical Access Hospitals,Critical Access Hospital,Windsor,Windsor County,Yes,Critical Access Hospitals,25,Point,43.48890779,-72.40243312
07006E,HILLSIDE HOME  HOSP,CT,All Others,Data not provided by CMS,Bridgeport,Fairfield County,No,Data not provided by CMS,314,Point,41.19982,-73.16735496
201315,STEPHENS MEMORIAL HOSPITAL,ME,Critical Access Hospitals,Critical Access Hospital,Norway,Oxford County,Yes,Critical Access Hospitals,25,Point,44.20976458,-70.53235584
511310,SUMMERS COUNTY ARH HOSPITAL,WV,Critical Access Hospitals,Critical Access Hospital,Hinton,Summers County,Yes,Critical Access Hospitals,25,Point,37.65072745,-80.86089559
314011,UNIVERSITY BEHAVIORAL HEALTH CARE,NJ,All Others,Psychiatric Hospital,Piscataway,Middlesex County,No,Psychiatric,48,Point,40.52615953,-74.47132613
494025,VIRGINIA BEACH PSYCHIATRIC CENTER,VA,All Others,Psychiatric Hospital,Virginia Beach,Virginia Beach City,No,Psychiatric,100,Point,36.86596036,-76.02914449
303027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCOR,NH,All Others,Rehabilitation Hospital,Concord,Merrimack County,Yes,Rehabilitation,50,Point,43.20129301,-71.56315098
393037,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF YORK,",PA,All Others,Rehabilitation Hospital,York,York County,No,Rehabilitation,90,Point,39.98134857,-76.78195297
393047,GEISINGER ENCOMPASS HEALTH REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Danville,Montour County,No,Rehabilitation,42,Point,40.97126286,-76.60011261
223032,SPAULDING REHABILITATION HOSPITAL - CAPE COD,MA,All Others,Rehabilitation Hospital,East Sandwich,Barnstable County,No,Rehabilitation,60,Point,41.73284824,-70.46788987
393055,ST MARY REHABILITATION HOSPITAL,PA,All Others,Rehabilitation Hospital,Langhorne,Bucks County,No,Rehabilitation,50,Point,40.20066848,-74.92954885
333030,WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,NY,All Others,Rehabilitation Hospital,White Plains,Westchester County,No,Rehabilitation,150,Point,41.0164248,-73.75327338
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,PA,Critical Access Hospitals,Critical Access Hospital,Montrose,Susquehanna County,Yes,Critical Access Hospitals,25,Point,41.83698907,-75.83738406
223303,SHRINERS' HOSPITAL FOR CHILDREN (THE),MA,All Others,Children's Hospital,Springfield,Hampden County,No,Childrens,40,Point,42.12122892,-72.59274859
223304,"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",MA,All Others,Children's Hospital,Boston,Suffolk County,No,Childrens,30,Point,42.36309732,-71.06645121
073300,CONNECTICUT CHILDRENS MEDICAL CENTER,CT,All Others,Children's Hospital,Hartford,Hartford County,No,Childrens,129,Point,41.75384063,-72.68278783
333301,BLYTHEDALE CHILDREN'S HOSPITAL,NY,All Others,Children's Hospital,Valhalla,Westchester County,No,Childrens,100,Point,41.07461042,-73.79981557
313302,WEISMAN CHILDRENS REHABILITATION HOSPITAL,NJ,All Others,Children's Hospital,Marlton,Burlington County,No,Childrens,30,Point,39.8804986,-74.91860862
313300,CHILDREN'S SPECIALIZED HOSPITAL,NJ,All Others,Children's Hospital,New Brunswick,Middlesex County,No,Childrens,90,Point,40.49519351,-74.45166252
213300,MOUNT WASHINGTON PEDIATRIC HOSPITAL,MD,All Others,Children's Hospital,Baltimore,Baltimore City,No,Childrens,117,Point,39.36217667,-76.65327684
213301,KENNEDY KRIEGER INSTITUTE,MD,All Others,Children's Hospital,Baltimore,Baltimore City,No,Childrens,63,Point,39.298705,-76.59414252
493301,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,VA,All Others,Children's Hospital,Norfolk,Norfolk City,No,Childrens,206,Point,36.86186639,-76.30135861
393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,PA,All Others,Children's Hospital,Philadelphia,Philadelphia County,No,Childrens,514,Point,39.94868999,-75.19290003
393304,CHILDREN'S HOME OF PITTSBURGH,PA,All Others,Children's Hospital,Pittsburgh,Allegheny County,No,Childrens,30,Point,40.4646131,-79.93739544
393302,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,PA,All Others,Children's Hospital,Pittsburgh,Allegheny County,No,Childrens,312,Point,40.46651746,-79.95246634
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,PA,All Others,Children's Hospital,Philadelphia,Philadelphia County,No,Childrens,189,Point,40.00732291,-75.12434755
083300,"NEMOURS CHILDREN'S HOSPITAL, DELAWARE",DE,All Others,Children's Hospital,Wilmington,New Castle County,No,Childrens,260,Point,39.74816,-75.55188999
363300,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,OH,All Others,Children's Hospital,Cincinnati,Hamilton County,No,Childrens,523,Point,39.1410569,-84.5004068
363305,NATIONWIDE CHILDREN'S HOSPITAL,OH,All Others,Children's Hospital,Columbus,Franklin County,No,Childrens,378,Point,39.95245376,-82.981055
363309,"NATIONWIDE CHILDREN’S HOSPITAL TOLEDO, LLC",OH,All Others,Children's Hospital,Toledo,Lucas County,No,Childrens,76,Point,41.66875178,-83.54195252
363308,SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,OH,All Others,Children's Hospital,Dayton,Montgomery County,No,Childrens,30,Point,39.77357074,-84.16912465
363303,AKRON CHILDREN'S HOSPITAL,OH,All Others,Children's Hospital,Akron,Summit County,No,Childrens,253,Point,41.07917684,-81.52456656
363302,RAINBOW BABIES AND CHILDRENS HOSPITAL,OH,All Others,Children's Hospital,Cleveland,Cuyahoga County,No,Childrens,244,Point,41.50733493,-81.60725395
363306,DAYTON CHILDRENS HOSPITAL,OH,All Others,Children's Hospital,Dayton,Montgomery County,No,Childrens,155,Point,39.77357074,-84.16912465
331318,"CARTHAGE AREA HOSPITAL, INC",NY,Critical Access Hospitals,Critical Access Hospital,Carthage,Jefferson County,No,Critical Access Hospitals,25,Point,43.98669389,-75.5941528
511317,PLATEAU MEDICAL CENTER,WV,Critical Access Hospitals,Critical Access Hospital,Oak Hill,Fayette County,No,Critical Access Hospitals,25,Point,37.97129622,-81.14947965
511318,MONTGOMERY GENERAL HOSPITAL,WV,Critical Access Hospitals,Critical Access Hospital,Montgomery,Fayette County,No,Critical Access Hospitals,69,Point,38.18286523,-81.3242462
511319,JEFFERSON MEDICAL CENTER,WV,Critical Access Hospitals,Critical Access Hospital,Ranson,Jefferson County,No,Critical Access Hospitals,25,Point,39.29624923,-77.85846527
391300,GEISINGER JERSEY SHORE HOSPITAL,PA,Critical Access Hospitals,Critical Access Hospital,Jersey Shore,Lycoming County,No,Critical Access Hospitals,25,Point,41.20174223,-77.26851851
391307,PENN HIGHLANDS TYRONE,PA,Critical Access Hospitals,Critical Access Hospital,Tyrone,Blair County,No,Critical Access Hospitals,25,Point,40.67498957,-78.25199839
361324,OHIOHEALTH SHELBY HOSPITAL,OH,Critical Access Hospitals,Critical Access Hospital,Shelby,Richland County,No,Critical Access Hospitals,25,Point,40.88123853,-82.67398582
22005F,US NAVAL HOSP,MA,All Others,Data not provided by CMS,Chelsea,Suffolk County,No,Data not provided by CMS,500,Point,42.39255,-71.03750999
22010F,VA HOSP,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Data not provided by CMS,920,Point,42.3267953,-71.11016862
22009F,VA HOSP,MA,All Others,Data not provided by CMS,Northampton,Hampshire County,No,Data not provided by CMS,1014,Point,42.32732634,-72.65025835
22008F,US ARMY HOSP,MA,All Others,Data not provided by CMS,Ayer,Middlesex County,No,Data not provided by CMS,150,Point,42.561545,-71.58662499
22006F,US AIR FORCE HOSP,MA,All Others,Data not provided by CMS,Chicopee,Hampden County,No,Data not provided by CMS,90,Point,42.20044,-72.54566999
22001F,VA HOSP,MA,All Others,Data not provided by CMS,Bedford,Middlesex County,No,Data not provided by CMS,993,Point,42.50502285,-71.27464838
22003F,VA HOSP,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Data not provided by CMS,920,Point,42.27425309,-71.1718544
22004F,VA HOSP,MA,All Others,Data not provided by CMS,Brockton,Plymouth County,No,Data not provided by CMS,988,Point,42.08031999,-71.02193995
22007F,US AIR FORCE HOSP,MA,All Others,Data not provided by CMS,Falmouth,Barnstable County,No,Data not provided by CMS,50,Point,41.54856,-70.59884499
41001F,US NAVAL HOSP,RI,All Others,Data not provided by CMS,Newport,Newport County,No,Data not provided by CMS,300,Point,41.50032523,-71.32117029
41002F,VA HOSP,RI,All Others,Data not provided by CMS,Providence,Providence County,No,Data not provided by CMS,370,Point,41.83558933,-71.41716999
41004F,US NAVAL HOSP,RI,All Others,Data not provided by CMS,North Kingstown,Washington County,No,Data not provided by CMS,40,Point,41.5901,-71.40421999
41005F,VETERANS AFFAIRS MEDICAL CENTER,RI,All Others,Data not provided by CMS,Providence,Providence County,No,Data not provided by CMS,78,Point,41.83126301,-71.43179096
30002F,US NAVAL HOSP,NH,All Others,Data not provided by CMS,Portsmouth,Rockingham County,No,Data not provided by CMS,125,Point,43.0731251,-70.75837989
30001F,VA HOSP,NH,All Others,Data not provided by CMS,Manchester,Hillsborough County,No,Data not provided by CMS,150,Point,43.01167839,-71.43970759
07004F,US NAVAL HOSP,CT,All Others,Data not provided by CMS,Groton,New London County,No,Data not provided by CMS,0,Point,41.40117,-72.08968001
07001F,US COAST GUARD ACADEMY HOSP,CT,All Others,Data not provided by CMS,New London,New London County,No,Data not provided by CMS,55,Point,41.3760001,-72.10277986
07002F,VA HOSP,CT,All Others,Data not provided by CMS,Newington,Hartford County,No,Data not provided by CMS,198,Point,41.70118799,-72.74047301
07007E,CONNECTICUT MENTAL HEALTH CENTER,CT,All Others,Data not provided by CMS,New Haven,New Haven County,No,Data not provided by CMS,42,Point,41.30524867,-72.93623345
07003F,VETERANS ADMINISTRATION HOSPITAL,CT,All Others,Data not provided by CMS,West Haven,New Haven County,No,Data not provided by CMS,813,Point,41.27934044,-72.96562491
479801,UNIVERSITY OF VERMONT MEDICAL  CENTER - TRANSPLANT,VT,All Others,Data not provided by CMS,Burlington,Chittenden County,No,Transplant Hospitals,0,Point,44.48110619,-73.19512622
229807,TUFTS MEDICAL CENTER - TRANSPLANT,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Transplant Hospitals,0,Point,42.350573,-71.062862
229806,BOSTON CHILDREN'S HOSPITAL - TRANSPLANT CENTER,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Transplant Hospitals,0,Point,42.33748315,-71.1048835
229801,BRIGHAM AND WOMEN'S HOSPITAL -  TRANSPLANT CENTER,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Transplant Hospitals,0,Point,42.33594415,-71.10674872
229804,BOSTON MEDICAL CENTER - TRANSPLANT CENTER,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Transplant Hospitals,0,Point,42.33478129,-71.07437748
229803,BETH ISRAEL DEACONESS MED CTR -  TRANSPLANT CENTER,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Transplant Hospitals,0,Point,42.34093829,-71.10502096
229805,UNIVERSITY OF MASS MEMORIAL MED CTR - TRANSPLANT,MA,All Others,Data not provided by CMS,Worcester,Worcester County,No,Transplant Hospitals,0,Point,42.27757354,-71.76167233
229809,BAYSTATE MEDICAL CENTER - TRANSPLANT CENTER,MA,All Others,Data not provided by CMS,Springfield,Hampden County,No,Transplant Hospitals,0,Point,42.12190236,-72.602987
229802,LAHEY CLINIC - TRANSPLANT CENTER,MA,All Others,Data not provided by CMS,Burlington,Middlesex County,No,Transplant Hospitals,0,Point,42.48627266,-71.2063998
229808,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,MA,All Others,Data not provided by CMS,Boston,Suffolk County,No,Transplant Hospitals,0,Point,42.36321505,-71.06877266
419801,RHODE ISLAND HOSPITAL - TRANSPLANT CENTER,RI,All Others,Data not provided by CMS,Providence,Providence County,No,Transplant Hospitals,0,Point,41.8112319,-71.40713828
079802,HARTFORD HOSPITAL - TRANSPLANT CENTER,CT,All Others,Data not provided by CMS,Hartford,Hartford County,No,Transplant Hospitals,0,Point,41.75426903,-72.68071247
079801,YALE-NEW HAVEN HOSPITAL -  TRANSPLANT CENTER,CT,All Others,Data not provided by CMS,New Haven,New Haven County,No,Transplant Hospitals,0,Point,41.3036129,-72.93539585
209801,MAINE MEDICAL CENTER -TRANSPLANT CENTER,ME,All Others,Data not provided by CMS,Portland,Cumberland County,No,Transplant Hospitals,0,Point,43.65244702,-70.27554304
33016F,VA HOSP,NY,All Others,Data not provided by CMS,Bronx,Bronx County,No,Data not provided by CMS,1192,Point,40.86867951,-73.90499823
33012F,VA HOSP,NY,All Others,Data not provided by CMS,Buffalo,Erie County,No,Data not provided by CMS,899,Point,42.95122341,-78.81359848
33013F,VA HOSP,NY,All Others,Data not provided by CMS,Canandaigua,Ontario County,No,Data not provided by CMS,1513,Point,42.897849,-77.27834209
33024F,VA HOSP,NY,All Others,Data not provided by CMS,Syracuse,Onondaga County,No,Data not provided by CMS,398,Point,43.03937665,-76.13031998
33019F,VA HOSP,NY,All Others,Data not provided by CMS,Northport,Suffolk County,No,Data not provided by CMS,2272,Point,40.89883621,-73.31390415
33018F,US NAVAL HOSP,NY,All Others,Data not provided by CMS,Jamaica,Queens County,No,Data not provided by CMS,1000,Point,40.68638322,-73.79367856
33017F,VA HOSP,NY,All Others,Data not provided by CMS,New York,New York County,No,Data not provided by CMS,1140,Point,40.73984951,-73.98350886
33015F,VA HOSP,NY,All Others,Data not provided by CMS,Montrose,Westchester County,No,Data not provided by CMS,1773,Point,41.2479195,-73.93646649
33020F,VA HOSP,NY,All Others,Data not provided by CMS,Brooklyn,Kings County,No,Data not provided by CMS,1000,Point,40.60859957,-74.02389812
33021F,US PUBLIC HEALTH SERVICE HOSP,NY,All Others,Data not provided by CMS,Staten Island,Richmond County,No,Data not provided by CMS,708,Point,40.61833733,-74.0803398
33014F,VA HOSP,NY,All Others,Data not provided by CMS,Castle Point,Dutchess County,No,Data not provided by CMS,258,Point,41.54305,-73.96304999
31001F,VA HOSP,NJ,All Others,Data not provided by CMS,Orange,Essex County,No,Data not provided by CMS,950,Point,40.76223126,-74.23428826
31003F,US ARMY HOSP,NJ,All Others,Data not provided by CMS,Fort Monmouth,Monmouth County,No,Data not provided by CMS,80,Point,40.3180446,-74.03749999
31004F,VA HOSP,NJ,All Others,Data not provided by CMS,Lyons,Somerset County,No,Data not provided by CMS,1801,Point,40.664815,-74.55407499
339807,MONTEFIORE MEDICAL CENTER T C,NY,All Others,Data not provided by CMS,Bronx,Bronx County,No,Transplant Hospitals,0,Point,40.8798722,-73.87989652
339813,MOUNT SINAI HOSPITAL T C,NY,All Others,Data not provided by CMS,New York,New York County,No,Transplant Hospitals,0,Point,40.79039019,-73.95339232
339803,NEW YORK-PRESBYTERIAN HOSPITAL AT COLUMBIA T C,NY,All Others,Data not provided by CMS,New York,New York County,No,Transplant Hospitals,0,Point,40.84131934,-73.94066683
339814,ERIE COUNTY MEDICAL CENTER T C,NY,All Others,Data not provided by CMS,Buffalo,Erie County,No,Transplant Hospitals,0,Point,42.92726731,-78.82927821
339812,BUFFALO GENERAL MED CTR T C,NY,All Others,Data not provided by CMS,Buffalo,Erie County,No,Transplant Hospitals,0,Point,42.90090563,-78.86598437
339800,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CTR T C,NY,All Others,Data not provided by CMS,Syracuse,Onondaga County,No,Transplant Hospitals,0,Point,43.04252207,-76.1410579
339801,NORTH SHORE UNIVERSITY HOSPITAL - MANHASSET T C,NY,All Others,Data not provided by CMS,Manhasset,Nassau County,No,Transplant Hospitals,0,Point,40.77781532,-73.70188007
339815,LONG ISLAND JEWISH MEDICAL CENTER T C,NY,All Others,Data not provided by CMS,New Hyde Park,Queens County,No,Transplant Hospitals,0,Point,40.75277086,-73.70750718
339804,NYU  LANGONE HOSPITALS T C,NY,All Others,Data not provided by CMS,New York,New York County,No,Transplant Hospitals,0,Point,40.74231151,-73.97430282
339810,NEW YORK-PRESBYTERIAN HOSPITAL AT CORNELL T C,NY,All Others,Data not provided by CMS,New York,New York County,No,Transplant Hospitals,0,Point,40.76435495,-73.95450929
339808,STRONG MEMORIAL HOSPITAL T C,NY,All Others,Data not provided by CMS,Rochester,Monroe County,No,Transplant Hospitals,0,Point,43.12283219,-77.62358741
339806,WESTCHESTER MEDICAL CENTER T C,NY,All Others,Data not provided by CMS,Valhalla,Westchester County,No,Transplant Hospitals,0,Point,41.08902794,-73.80449496
339809,UNIVERSITY HOSPITAL ( STONY BROOK ) T C,NY,All Others,Data not provided by CMS,Stony Brook,Suffolk County,No,Transplant Hospitals,0,Point,40.92026829,-73.1164952
339811,ALBANY MEDICAL CENTER T C,NY,All Others,Data not provided by CMS,Albany,Albany County,No,Transplant Hospitals,0,Point,42.65313234,-73.77529892
339802,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE) T C,NY,All Others,Data not provided by CMS,Brooklyn,Kings County,No,Transplant Hospitals,0,Point,40.65473516,-73.9442822
319803,NEWARK BETH ISRAEL MEDICAL CENTER,NJ,All Others,Data not provided by CMS,Newark,Essex County,No,Transplant Hospitals,0,Point,40.70932,-74.2125
